date,nav_usd,shares_outstanding,btc_per_share,btc_in_trust,net_assets_usd,closing_price_usd,premium_discount_pct,basket_usd,basket_btc,management_fee_pct,obs_ts_utc
2026-01-07,51.573216,1375640000.0,0.0005672005379547,780263.7480320353,70946178858.24,51.573216,0.0,,,0.25,backfill
2026-01-08,51.419723,1373120000.0,0.0005671966530461,778829.0682307165,70605450045.76,51.419723,0.0,,,0.25,backfill
2026-01-09,51.213275,1369360000.0,0.0005671927681641,776691.0890132835,70129410254.0,51.213275,0.0,,,0.25,backfill
2026-01-12,51.956583,1364440000.0,0.0005671811136778,773884.5987466694,70891640108.52,51.956583,0.0,,,0.25,backfill
2026-01-13,53.503506,1363080000.0,0.0005671772289023,773107.9371722236,72929558958.48001,53.503506,0.0,,,0.25,backfill
2026-01-14,55.32275,1365440000.0,0.0005671733441534,774441.1710408508,75539895760.0,55.32275,0.0,,,0.25,backfill
2026-01-15,54.074448,1377160000.0,0.000567169459431,781083.0927501322,74469166807.68,54.074448,0.0,,,0.25,backfill
2026-01-16,53.905936,1383000000.0,0.0005671655747353,784389.9898590327,74551909488.0,53.905936,0.0,,,0.25,backfill
2026-01-20,50.775767,1383280000.0,0.0005671500362185,784527.3021004422,70237102975.76,50.775767,0.0,,,0.25,backfill
2026-01-21,50.949495,1382160000.0,0.0005671461516559,783886.7249727201,70420354009.2,50.949495,0.0,,,0.25,backfill
2026-01-22,50.801794,1375160000.0,0.0005671422671198,779911.3600524984,69860595037.04,50.801794,0.0,,,0.25,backfill
2026-01-23,50.8098,1374720000.0,0.0005671383826103,779656.4773421071,69849248256.0,50.8098,0.0,,,0.25,backfill
2026-01-26,49.768199,1372720000.0,0.0005671267292415,778506.2037645028,68317802131.28001,49.768199,0.0,,,0.25,backfill
2026-01-27,50.397893,1373040000.0,0.0005671228448385,778682.3508771007,69198323004.72,50.397893,0.0,,,0.25,backfill
2026-01-28,50.639823,1371000000.0,0.000567118960462,777520.0947935288,69427197333.0,50.639823,0.0,,,0.25,backfill
2026-01-29,47.575547,1370720000.0,0.0005671150761122,777355.9771285917,65212753783.84,47.575547,0.0,,,0.25,backfill
2026-01-30,47.508699,1364040000.0,0.000567111191789,773562.3500479013,64803765783.96001,47.508699,0.0,,,0.25,backfill
2026-02-02,44.371761,1352920000.0,0.0005670995389789,767240.3082754124,60031442892.12,44.371761,0.0,,,0.25,backfill
2026-02-03,42.876046,1356120000.0,0.0005670956547621,769049.7593360401,58145063501.52001,42.876046,0.0,,,0.25,backfill
2026-02-04,41.67874,1357520000.0,0.0005670917705719,769838.420386814,56579723124.8,41.67874,0.0,,,0.25,backfill
2026-02-05,36.226252,1348560000.0,0.0005670878864083,764752.0400948178,48853274397.12,36.226252,0.0,,,0.25,backfill
2026-02-06,39.934175,1343720000.0,0.0005670840022713,762002.1155320292,53660349631.0,39.934175,0.0,,,0.25,backfill
2026-02-09,40.10423,1349520000.0,0.0005670723500199,765275.4777989135,54121460469.600006,40.10423,0.0,,,0.25,backfill
2026-02-10,39.017444,1349000000.0,0.0005670684659893,764975.3606196387,52634531955.99999,39.017444,0.0,,,0.25,backfill
2026-02-11,38.232916,1349680000.0,0.0005670645819853,765355.7250140114,51602202066.880005,38.232916,0.0,,,0.25,backfill
2026-02-12,37.159842,1347760000.0,0.0005670606980079,764261.726347241,50082548653.92,37.159842,0.0,,,0.25,backfill
2026-02-13,39.007962,1343520000.0,0.0005670568140572,761852.1708221337,52407977106.24,39.007962,0.0,,,0.25,backfill
2026-02-17,38.358841,1343280000.0,0.00056704127852,761695.2086104782,51526663938.48,38.358841,0.0,,,0.25,backfill
2026-02-18,37.587148,1340160000.0,0.0005670373947023,759920.8348842703,50372792263.68,37.587148,0.0,,,0.25,backfill
2026-02-19,37.977345,1337920000.0,0.0005670335109111,758645.4749182542,50810649422.4,37.977345,0.0,,,0.25,backfill
2026-02-20,38.366922,1333600000.0,0.0005670296271465,756190.7107626881,51166127179.200005,38.366922,0.0,,,0.25,backfill
2026-02-23,36.386068,1335280000.0,0.0005670179760124,757127.7630099488,48585588879.04,36.386068,0.0,,,0.25,backfill
2026-02-24,36.543966,1332080000.0,0.0005670140923543,755308.1321433379,48679486229.28,36.543966,0.0,,,0.25,backfill
2026-02-25,39.128423,1334240000.0,0.0005670102087227,756527.700886242,52206707103.52,39.128423,0.0,,,0.25,backfill
2026-02-26,38.309296,1341840000.0,0.0005670063251177,760831.7672960465,51404945744.64001,38.309296,0.0,,,0.25,backfill
2026-02-27,37.172044,1349040000.0,0.0005670024415394,764908.9737343347,50146574237.76,37.172044,0.0,,,0.25,backfill
2026-03-02,39.165201,1348160000.0,0.0005669907909639,764394.3047459102,52800957380.16001,39.165201,0.0,,,0.25,backfill
2026-03-03,38.748283,1354880000.0,0.0005669869074919,768199.2212226862,52499273671.04,38.748283,0.0,,,0.25,backfill
2026-03-04,41.65502,1363200000.0,0.0005669830240465,772911.2583802906,56784123263.99999,41.65502,0.0,,,0.25,backfill
2026-03-05,40.337885,1370560000.0,0.0005669791406278,777078.9309788422,55285491665.6,40.337885,0.0,,,0.25,backfill
2026-03-06,38.562211,1368360000.0,0.0005669752572356,775826.2629909473,52766987043.95999,38.562211,0.0,,,0.25,backfill
2026-03-09,39.04,1364640000.0,0.0005667719943537,,53273477560.0,38.6,0.1,1561539.4,22.67,0.25,2026-03-10T04:48:47.289520+00:00
2026-03-10,39.69,1367440000.0,0.0005667186298606,,54276697272.0,39.13,0.23,1587687.88,22.67,0.25,2026-03-11T09:44:46.224880+00:00
2026-03-11,40.021347,1372120000.0,0.00056675,,54914090695.0,40.07,0.12,1600853.88,22.67,0.25,2026-03-12T21:39:35.645038+00:00
2026-03-12,39.784263,1375000000.0,0.00056675,,54703361521.0,39.95,0.42,1591370.52,22.67,0.25,2026-03-13T21:39:27.536713+00:00
2026-03-13,40.334326,1376160000.0,0.00056675,,55506486495.0,40.37,0.09,1613373.04,22.67,0.25,2026-03-16T21:41:12.643057+00:00
2026-03-16,41.988747,1379720000.0,0.00056675,,57932713530.0,41.94,-0.12,1679549.88,22.67,0.25,2026-03-17T21:39:36.191585+00:00
2026-03-17,42.333556,1383040000.0,0.00056675,,58549001289.0,42.27,-0.15,1693342.24,22.67,0.25,2026-03-18T21:35:52.753430+00:00
2026-03-18,40.364371,1387040000.0,0.00056675,,55986997560.0,40.26,-0.26,1614574.84,22.67,0.25,2026-03-19T21:37:13.833176+00:00
2026-03-19,39.844565,1386200000.0,0.00056675,,55232536600.0,39.82,-0.06,1593782.6,22.67,0.25,2026-03-20T21:31:34.891890+00:00
2026-03-20,39.60653,1385240000.0,0.00056675,,54864548982.0,39.77,0.41,1584261.2,22.67,0.25,2026-03-23T21:37:48.616009+00:00
2026-03-23,40.202605,1384080000.0,0.00056675,,55643621714.0,40.05,-0.38,1608104.2,22.67,0.25,2026-03-24T21:39:18.084895+00:00
2026-03-24,39.366516,1388080000.0,0.00056675,,54643873316.0,39.28,-0.22,1574660.64,22.67,0.25,2026-03-25T21:40:42.219281+00:00
2026-03-25,40.178098,1387960000.0,0.00056675,,55765592303.0,40.17,-0.02,1607123.92,22.67,0.25,2026-03-26T21:32:55.354856+00:00
2026-03-26,38.814473,1386200000.0,0.00056675,,53804622692.0,38.82,0.01,1552578.92,22.67,0.25,2026-03-27T21:35:56.955791+00:00
2026-03-27,37.319675,1385120000.0,0.00056675,,51692227763.0,37.4,0.22,1492787.0,22.67,0.25,2026-03-30T21:42:40.411459+00:00
2026-03-30,37.609668,1379720000.0,0.00056675,,51890811680.0,37.68,0.19,1504386.72,22.67,0.25,2026-03-31T21:40:36.057151+00:00
2026-03-31,38.446332,1379920000.0,0.00056675,,53052862326.0,38.42,-0.07,1537853.28,22.67,0.25,2026-04-01T21:42:41.515148+00:00
2026-04-01,38.626041,1382480000.0,0.00056675,,53399729058.0,38.64,0.04,1545041.64,22.67,0.25,2026-04-02T21:39:41.104453+00:00
2026-04-02,37.971361,1380240000.0,0.00056675,,52409591222.0,37.97,0.0,1518854.44,22.67,0.25,2026-04-06T21:38:55.732732+00:00
2026-04-06,39.541801,1380160000.0,0.00056675,,54574011930.0,39.52,-0.06,1581672.04,22.67,0.25,2026-04-07T21:45:45.792536+00:00
2026-04-07,38.88702,1384760000.0,0.00056675,,53849190043.0,39.1,0.55,1555480.8,22.67,0.25,2026-04-08T21:41:52.926256+00:00
2026-04-08,40.375795,1384320000.0,0.00056675,,55893021020.0,40.42,0.11,1615031.8,22.67,0.25,2026-04-09T16:19:28.977874+00:00
